,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,Label
97032,20,5,0,0,58,1,0.17,0.07,65,0.25,0.02,1,0
81915,14,9,8,0,1,0,1,0,10,1,0,0,1
91261,49,0,0,0,1,0,1,0,1,0,0.77,0.03,1
31982,12,9,46,124,64,0,1,0,253,0.99,0.01,0,4
119009,12,9,46,46,12,0,1,0,254,1,0.01,0,4
120934,54,9,1311,329,1,0,1,0,177,0.74,0.03,0,4
37735,24,9,225,478,31,0,1,0,255,1,0,0,4
79223,24,4,54540,7300,3,0,1,0,255,1,0,0,0
54855,54,9,639,327,1,0,1,0,147,0.79,0.08,0.01,4
88265,66,5,0,0,141,1,0.13,0.06,2,0.01,0.07,1,0
63950,44,1,0,0,372,0.06,0,1,1,0,1,0.08,1
33561,54,9,1733,364,1,0,1,0,127,0.29,0.06,0,4
120711,12,9,45,79,201,0,1,0,255,1,0,0,4
117720,16,1,0,0,96,0,0.17,0.06,16,0.06,0.06,0,0
65688,57,5,0,0,133,1,0.13,0.06,13,0.05,0.07,1,0
61232,14,9,18,0,1,0,1,0,210,1,0,0,1
22691,24,1,0,0,1,0,1,0,144,1,0,0,4
66208,20,9,245,0,1,0,1,0,39,0.63,0.07,0,4
28980,49,5,0,0,219,1,0.03,0.06,9,0.04,0.07,1,0
31255,41,5,0,0,104,1,0.06,0.06,15,0.06,0.06,1,0
48439,24,1,0,0,1,0,1,0,255,1,0,0,4
77062,49,5,0,0,106,1,0.08,0.06,9,0.04,0.08,1,0
54541,20,5,0,0,280,1,0.04,0.05,11,0.04,0.05,1,0
27869,17,5,0,0,83,1,0.02,0.07,2,0.01,0.06,1,0
100324,49,5,0,0,129,0.99,0.12,0.06,16,0.06,0.05,1,0
7003,14,9,18,0,1,0,1,0,176,1,0,0,1
92325,24,9,193,2738,12,0,1,0,255,1,0,0,4
75658,24,1,0,0,1,0,1,0,255,1,0,0,4
112479,24,9,208,20499,3,0,1,0,255,1,0,0,4
11181,4,5,0,0,233,1,0.09,0.05,21,0.08,0.05,1,0
109319,24,9,303,482,33,0,1,0,255,1,0,0,4
65859,24,9,352,12922,10,0,1,0,255,1,0,0,4
64769,49,5,0,0,203,1,0.07,0.06,18,0.07,0.06,1,0
87888,49,9,105,147,1,0,1,0,249,0.98,0.01,0,4
10075,49,5,0,0,284,1,0.04,0.06,11,0.04,0.09,1,0
2428,20,9,2194619,0,1,0,1,0,56,0.83,0.33,0,4
120301,24,9,298,1630,16,0,1,0,255,1,0,0,4
60025,24,9,229,5329,7,0,1,0,255,1,0,0,4
72375,34,5,0,0,135,1,0.12,0.06,5,0.02,0.07,1,0
80387,63,5,0,0,227,1,0.07,0.06,15,0.06,0.07,1,0
12472,54,9,1721,387,1,0,1,0,65,0.25,0.02,0.52,4
21722,59,5,0,0,104,1,0.04,0.06,4,0.02,0.07,1,0
48421,14,9,8,0,1,0,1,0,86,1,0,0,1
45222,24,9,211,1322,48,0,1,0,255,1,0,0,4
8813,20,5,0,0,270,1,0.08,0.05,22,0.09,0.05,1,0
117880,24,9,295,14496,1,0,1,0,255,1,0,0,4
65947,49,9,28,0,25,0,0.96,0.08,24,0.09,0.02,0,0
57343,15,9,1032,0,329,0,1,0,151,0.62,0.03,0.01,0
3757,20,9,7940,0,3,0,1,0,76,0.54,0.05,0,4
57618,24,9,224,336,12,0,1,0,255,1,0,0,4
9690,12,9,42,147,76,0,1,0,255,1,0,0,4
9315,14,9,8,0,1,0,1,0,61,1,0,0,1
35202,4,9,10,35,13,0,0.08,0.15,7,0.03,0.03,0,4
49183,24,9,231,4198,1,0,1,0,255,1,0,0,4
33603,44,9,146,105,1,0,1,0,1,0,0.85,0,4
69387,44,9,146,105,1,0,1,0,1,0.01,0.58,0,4
16735,12,9,44,71,158,0,1,0,254,1,0.01,0,4
33702,60,9,2327,418769,1,0,1,0,50,0.2,0.02,0.36,4
29253,60,9,8412,12031,1,0,1,0,18,0.27,0.05,0.25,4
90948,2,5,0,0,216,1,0.03,0.06,7,0.03,0.07,1,0
104725,24,9,309,12001,1,0,1,0,255,1,0,0,4
117574,49,9,1,0,10,0,1,0,10,0.04,0.52,0.03,1
112835,15,9,1032,0,110,0,1,0,110,0.43,0.02,0,0
28970,47,9,35,130,1,0,1,0,5,0.02,0.04,0,4
96146,12,9,43,131,76,0,1,0,218,0.91,0.01,0,4
46200,14,9,8,0,1,0,1,0,134,1,0,0,1
31978,24,9,159,48478,1,0,1,0,255,1,0,0,4
124501,44,4,1,0,2,0,1,0,2,0.01,0.73,0,1
59594,14,9,8,0,1,0,1,0,25,1,0,0,1
120951,24,9,237,1565,12,0,1,0,255,1,0,0,4
104699,6,1,0,0,144,0,0.1,0.06,15,0.06,0.05,0,0
35804,49,5,0,0,121,1,0.16,0.06,19,0.07,0.07,1,0
95199,24,9,329,731,32,0,1,0,255,1,0,0,4
112246,24,9,163,30328,12,0,1,0,255,1,0,0,4
27850,66,5,0,0,110,1,0.11,0.07,12,0.05,0.07,1,0
109601,44,1,0,0,1,0,1,0,35,1,0,0,4
23708,14,9,8,0,1,0,1,0,112,1,0,0,1
41744,49,5,0,0,169,1,0.01,0.07,12,0.05,0.08,1,0
82802,54,9,1087,326,1,0,1,0,120,0.5,0.1,0.02,4
50839,5,1,0,0,148,0,0.06,0.07,9,0.04,0.09,0,0
84043,49,1,0,0,236,0,0.06,0.06,14,0.05,0.08,0,0
57152,54,9,1725,492,1,0,1,0,53,0.21,0.02,0.59,4
22511,24,9,220,314,1,0,1,0,255,1,0,0,4
119473,24,9,310,321,1,0,1,0,255,1,0,0,4
12896,14,9,18,0,1,0,1,0,193,1,0,0,1
119316,24,9,265,7542,1,0,1,0,255,1,0,0,4
119880,49,5,0,0,126,1,0.14,0.07,17,0.07,0.07,1,0
71503,44,9,147,105,1,0,1,0,1,0,0.61,0,4
43767,44,5,0,0,510,0.22,0,1,1,0,1,0.2,1
67455,33,5,0,0,217,1,0.08,0.05,17,0.07,0.06,1,0
89776,63,5,0,0,230,1,0.03,0.07,13,0.05,0.08,1,0
85664,15,9,1032,0,511,0,1,0,104,0.41,0.02,0.01,0
31853,68,5,0,0,201,1,0,0.06,1,0,0.09,1,0
80126,24,5,0,0,260,1,0.07,0.05,17,0.07,0.05,1,0
1571,60,2,0,15,1,0,1,0,2,0,0.03,0,4
65513,24,9,225,921,9,0,1,0,255,1,0,0,4
28574,24,9,251,6076,2,0,1,0,255,1,0,0,4
510,54,9,1551,362,1,0,1,0,135,0.67,0.67,0,4
8293,33,1,0,0,213,0,0.04,0.07,8,0.03,0.08,0,0
41861,44,1,0,0,508,0.06,0,1,1,0,1,0.11,1
55166,36,5,0,0,286,1,0.03,0.06,1,0,0.07,1,0
114035,24,9,340,924,14,0,1,0,255,1,0,0,4
103611,49,9,1,0,15,0,0.27,0.47,4,0.02,0.23,0,1
124121,12,9,31,0,1,0,1,0,40,0.16,0.03,0,4
107238,17,5,0,0,145,1,0.14,0.05,20,0.08,0.05,1,0
105190,54,9,1987,327,1,0,1,0,166,0.82,0.06,0,4
9749,24,9,311,5348,25,0,1,0,255,1,0,0.02,4
16563,52,5,0,0,249,1,0.02,0.06,4,0.02,0.07,1,0
27316,36,5,0,0,260,1,0.08,0.05,21,0.08,0.05,1,0
55520,54,9,1879,370,1,0,1,0,157,0.57,0.02,0,4
11757,63,5,0,0,227,1,0.06,0.06,7,0.03,0.06,1,0
49656,19,5,0,0,279,1,0.04,0.06,10,0.04,0.07,1,0
15752,63,2,0,0,190,0,0.1,0.06,19,0.07,0.07,0,0
60228,44,9,147,0,1,0,1,0,4,0.02,0.48,0,4
71061,12,9,45,45,144,0,0.99,0.01,254,1,0.01,0,4
2398,7,5,0,0,257,1,0.03,0.07,7,0.03,0.08,1,0
44093,24,9,336,668,18,0,1,0,255,1,0,0,4
16653,24,9,220,3211,1,0,1,0,255,1,0,0,4
4079,24,9,309,1942,3,0,1,0,255,1,0,0,4
65026,24,1,0,0,1,0,1,0,66,0.61,0.03,0,4
60328,15,9,1032,0,227,0,1,0,255,1,0,0,0
27479,24,9,218,9347,6,0,1,0,255,1,0,0,4
35991,24,9,295,261,6,0,1,0,255,1,0,0,4
107784,15,9,18,0,1,0,1,0,12,1,0,0,1
20027,49,5,0,0,67,1,0.07,0.06,5,0.02,0.05,1,0
14581,24,9,211,362,19,0,1,0,255,1,0,0,4
59897,24,9,321,3150,19,0,1,0,255,1,0,0,4
93586,12,9,43,76,175,0,1,0,255,1,0,0,4
79615,5,1,0,0,208,0,0.02,0.07,4,0.02,0.08,0,0
103406,24,9,153,12767,14,0,1,0,242,1,0,0,4
11317,20,9,748,0,1,0,1,0,81,0.25,0.02,0,4
46907,24,9,332,930,17,0,1,0,255,1,0,0,4
73063,24,9,304,1870,5,0,1,0,255,1,0,0,4
111260,12,9,84,43,133,0,1,0,166,0.65,0.01,0,4
52316,12,9,44,119,172,0,0.99,0.01,254,1,0.01,0,4
62353,44,9,10272,0,8,0.12,0.12,0.75,1,0.01,0.1,0.03,4
46034,54,9,1143,335,1,0,1,0,180,0.81,0.03,0,4
12174,24,9,306,1104,11,0,1,0,255,1,0,0,4
2360,24,9,206,867,1,0,1,0,255,1,0,0,4
70865,12,9,42,42,2,0,1,0,241,0.95,0.01,0,4
89265,49,1,0,0,214,0,0.05,0.07,10,0.04,0.07,0,0
30821,49,5,0,0,163,1,0.04,0.07,3,0.01,0.07,1,0
43652,24,9,212,6013,17,0,1,0,255,1,0,0,4
86893,24,9,210,61957,6,0,1,0,255,1,0,0,4
81198,20,9,2194619,0,2,0,1,0,107,0.53,0.02,0,4
52626,24,9,246,12922,8,0,1,0,255,1,0,0,4
72736,54,9,797,392,1,0,1,0,12,0.05,0.06,0,4
109699,24,9,233,1842,11,0,1,0,255,1,0,0,4
110742,24,9,209,3388,1,0,1,0,5,1,0,0,4
12913,12,9,42,42,12,0,1,0,243,0.95,0.01,0,4
31984,24,9,329,10253,1,0,1,0,255,1,0,0,4
60793,7,5,0,0,102,1,0.02,0.07,2,0.01,0.07,1,0
78792,44,9,113,0,13,0,0.92,0.15,12,0.05,0.58,0,4
109191,24,9,222,2446,2,0,1,0,255,1,0,0,4
5992,49,5,0,0,214,1,0.04,0.06,8,0.03,0.09,1,0
74833,24,9,286,11148,2,0,1,0,255,1,0,0,4
52459,24,9,314,5308,8,0,1,0,40,1,0,0,4
45989,24,9,246,501,25,0,1,0,255,1,0,0,4
53456,54,9,922,330,1,0,1,0,170,0.64,0.04,0,4
45145,49,5,0,0,108,1,0.19,0.06,7,0.03,0.06,1,0
44432,15,9,1032,0,511,0,1,0,163,0.64,0.02,0,0
68918,17,5,0,0,114,1,0.17,0.07,19,0.07,0.07,1,0
78098,68,5,0,0,287,1,0.08,0.05,24,0.09,0.05,1,0
91147,24,9,189,313,18,0,1,0,255,1,0,0,4
112578,49,5,0,0,117,1,0.07,0.06,14,0.05,0.07,1,0
122523,12,9,46,83,159,0,1,0,233,0.91,0.01,0,4
56508,24,9,318,8745,1,0,1,0,255,1,0,0,4
49317,15,9,1032,0,511,0,1,0,88,0.35,0.02,0.02,0
105809,24,9,248,608,8,0,1,0,255,1,0,0,4
32946,2,5,0,0,225,1,0.06,0.05,13,0.05,0.06,1,0
87511,49,5,0,0,263,1,0.04,0.06,10,0.04,0.08,1,0
48080,14,9,8,0,1,0,1,0,24,1,0,0,1
81713,14,9,8,0,1,0,1,0,72,1,0,0,1
25643,24,9,320,269,5,0,1,0,44,0.88,0.04,0,4
41868,49,5,0,0,137,1,0.12,0.06,5,0.04,0.12,1,0
75712,24,5,0,0,2,1,1,0,255,1,0,1,4
108656,15,9,520,0,158,0,1,0,255,1,0,0,0
96095,49,5,0,0,145,1,0.11,0.06,10,0.04,0.08,1,0
61814,24,9,198,6924,23,0,1,0,255,1,0,0,4
16311,24,9,322,4137,17,0,1,0,255,1,0,0,4
23169,24,9,271,2418,2,0,1,0,1,1,0,0,4
406,24,9,200,764,2,0,1,0,255,1,0,0,4
82577,49,5,0,0,216,1,0.06,0.06,13,0.05,0.08,1,0
99758,63,5,0,0,275,1,0.06,0.06,16,0.06,0.07,1,0
37022,24,9,327,304,15,0,1,0,255,1,0,0,4
46945,54,9,2362,370,1,0,1,0,52,0.41,0.03,0,4
73681,24,9,234,1679,21,0,1,0,255,1,0,0,4
79050,24,9,216,10622,1,0,1,0,255,1,0,0,4
14259,12,9,42,42,7,0,1,0,21,1,0,0,4
17707,24,9,208,2586,5,0,1,0,255,1,0,0,4
91064,35,5,0,0,269,1,0.01,0.06,15,0.06,0.07,1,0
87058,54,2,0,0,283,0,0.06,0.06,16,0.06,0.07,0,0
59144,39,1,0,0,243,0,0.02,0.07,5,0.02,0.07,0,0
95489,54,9,1227,332,1,0,1,0,123,0.44,0.01,0,4
29801,24,9,203,595,3,0,1,0,255,1,0,0,4
91949,24,9,332,305,4,0,1,0,255,1,0,0,4
119883,44,9,146,105,1,0,1,0,3,0.01,0.39,0,4
108279,49,1,0,0,120,0,0.07,0.06,8,0.03,0.07,0,0
38524,20,9,0,5020,1,0,1,0,41,1,0,0,4
107036,54,9,941,327,2,0,0.5,1,107,0.8,0.03,0,4
109726,20,9,5319,0,17,0,1,0,31,0.25,0.03,0,4
68829,39,5,0,0,294,1,0.04,0.05,4,0.02,0.09,1,0
54724,24,9,207,340,3,0,1,0,255,1,0,0,4
64524,24,9,374,289,13,0,1,0,255,1,0,0,4
28473,41,5,0,0,250,1,0.1,0.06,24,0.09,0.06,1,0
22088,49,5,0,0,218,1,0.08,0.06,9,0.04,0.08,1,0
56727,24,9,220,867,37,0,1,0,255,1,0,0,4
97745,24,1,0,0,2,0,1,0,212,0.83,0.02,0,4
111183,24,9,286,6924,9,0,1,0,255,1,0,0,4
79612,66,2,0,0,118,0,0.04,0.07,5,0.02,0.08,0,0
93932,33,1,0,0,252,0,0.05,0.07,13,0.05,0.08,0,0
38974,20,9,567,0,1,0,1,0,56,0.24,0.04,0,4
64819,54,9,704,336,1,0,1,0,139,0.84,0.09,0,4
12769,49,5,0,0,223,1,0.01,0.06,3,0.01,0.09,1,0
25520,4,5,0,0,207,1,0.06,0.06,12,0.05,0.07,1,0
29848,44,1,0,0,511,0.14,0,1,1,0,1,0.02,1
11574,9,5,0,0,147,1,0.06,0.05,5,0.02,0.07,1,0
53316,24,9,54540,8314,3,0,1,0,255,1,0,0.01,0
84989,14,9,8,0,1,0,1,0,68,1,0,0,1
19277,24,9,54540,8314,3,0,1,0,31,1,0,0,0
114039,24,5,0,0,2,0.5,1,0,255,1,0,0.02,4
69645,24,9,247,4550,3,0,1,0,255,1,0,0,4
93423,20,5,0,0,26,1,0.54,0.08,41,0.41,0.06,1,0
118760,24,9,244,3252,16,0,1,0,255,1,0,0,4
95471,49,5,0,0,243,1,0.01,0.07,2,0.01,0.07,1,0
80185,24,9,231,320,1,0,1,0,255,1,0,0,4
30079,15,9,520,0,63,0,1,0,255,1,0,0,0
92175,24,9,321,4937,11,0,1,0,255,1,0,0,4
62696,24,9,302,744,6,0,1,0,255,1,0,0,4
41624,60,5,0,0,16,1,1,0,58,0.59,0.02,0.98,0
3150,54,9,833,285,1,0,1,0,183,0.69,0.04,0,4
30499,24,9,294,256,1,0,1,0,240,0.94,0.02,0,4
32108,24,9,279,2708,5,0,1,0,255,1,0,0,4
2318,31,5,0,0,103,1,0.03,0.07,3,0.01,0.07,1,0
54185,60,9,162,13628,1,0,1,0,4,1,0,0,4
42509,49,5,0,0,122,1,0.03,0.07,17,0.07,0.07,1,0
1278,41,5,0,0,135,1,0.14,0.06,19,0.07,0.07,1,0
20763,44,1,0,0,511,0.2,0,1,1,0,1,0.27,1
3545,24,9,367,3008,5,0,1,0,255,1,0,0,4
43131,54,2,0,0,242,0,0.07,0.06,18,0.07,0.07,0,0
48923,24,9,356,1471,5,0,1,0,255,1,0,0,4
47056,24,9,294,366,9,0,1,0,255,1,0,0,4
99198,32,5,0,0,256,1,0.08,0.05,20,0.08,0.05,1,0
15284,24,9,229,14560,6,0,1,0,255,1,0,0,4
28045,24,9,206,1027,4,0,1,0,255,1,0,0,4
65022,15,9,1032,0,511,0,1,0,225,0.88,0.01,0,0
24196,24,9,324,290,22,0.05,1,0,255,1,0,0,4
33675,20,6,13140,0,3,0.33,1,0,42,0.05,0.02,0.01,4
63070,58,1,0,0,144,0,0.1,0.06,9,0.04,0.07,0,0
40470,24,5,0,0,219,1,0.04,0.06,9,0.04,0.08,1,0
5324,24,9,246,9648,1,0,1,0,255,1,0,0,4
93694,13,5,0,0,250,1,0.05,0.07,13,0.05,0.07,1,0
112921,24,9,286,1648,8,0,1,0,255,1,0,0,4
28991,24,9,239,564,20,0,1,0,255,1,0,0,4
49498,24,9,54540,8314,2,0,1,0,239,1,0,0,0
37915,24,9,242,255,26,0,1,0,255,1,0,0,4
3611,19,9,1491,4152,1,0,1,0,51,0.2,0.03,0,4
69988,12,9,44,133,141,0,1,0,193,0.76,0.01,0,4
14856,49,1,0,0,143,0,0.08,0.07,11,0.04,0.07,0,0
46296,24,9,209,673,17,0,1,0,255,1,0,0,4
43121,66,5,0,0,67,1,0.24,0.06,16,0.06,0.04,1,0
90992,54,9,1492,330,1,0,1,0,179,0.75,0.03,0,4
5273,24,9,240,33586,1,0,1,0,255,1,0,0,4
66984,44,9,147,105,2,0,1,0,2,0.01,0.84,0,4
71593,60,5,0,0,62,1,0.23,0.06,35,0.24,0.03,1,0
91714,24,9,333,1514,10,0,1,0,255,1,0,0,4
109972,14,9,8,0,1,0,1,0,59,1,0,0,1
98866,12,9,33,95,134,0,1,0,207,0.81,0.01,0,4
40825,54,9,567,328,1,0,1,0,180,0.65,0.02,0,4
59995,20,6,65700,0,1,1,1,0,61,0.17,0.12,0.02,4
1389,24,9,210,10561,8,0,1,0,255,1,0,0,4
12722,24,9,182,324,2,0,1,0,255,1,0,0,4
117456,54,9,3798,334,1,0,1,0,194,0.95,0.06,0,4
117260,24,9,321,1781,2,0,1,0,255,1,0,0,4
23716,41,5,0,0,105,1,0.15,0.06,16,0.06,0.05,1,0
35588,21,4,0,0,1,0,1,0,1,0.01,0.42,0,1
53110,49,5,0,0,241,1,0.07,0.07,18,0.07,0.08,1,0
43433,24,9,245,7333,6,0,1,0,255,1,0,0.01,4
112133,24,9,255,993,18,0,1,0,255,1,0,0,4
5882,49,9,105,146,2,0,1,0,134,0.89,0.02,0,4
23090,24,9,271,3315,7,0,1,0,255,1,0,0,4
6692,20,9,334,0,1,0,1,0,9,1,0,0,2
50077,44,9,146,105,1,0,1,0,1,0,0.63,0,4
28624,8,5,0,0,268,1,0.06,0.06,5,0.02,0.08,1,0
31916,24,9,322,4706,23,0,1,0,255,1,0,0,4
90419,24,9,300,2809,3,0,1,0,255,1,0,0,4
4549,24,9,198,2004,30,0,1,0,255,1,0,0,4
109666,15,9,1032,0,510,0,1,0,218,0.85,0.09,0,0
99414,24,9,334,4399,2,0,1,0,255,1,0,0,4
36464,49,4,0,0,1,0,1,0,1,0,0.21,0,1
43036,69,5,0,0,258,1,0.05,0.07,14,0.05,0.08,1,0
18294,49,9,1,0,146,0,0.86,0.03,166,0.65,0.04,0,1
42705,5,1,0,0,91,0,0.01,0.08,1,0,0.06,0,0
21368,49,5,0,0,93,1,0.12,0.08,11,0.04,0.06,1,0
49385,24,9,327,1524,7,0,1,0,255,1,0,0,4
72070,56,5,0,0,284,1,0.01,0.06,3,0.01,0.06,1,0
93813,60,5,0,0,44,1,0.23,0.09,64,0.25,0.02,1,0
60173,49,4,0,0,1,0,1,0,1,0,0.87,0,1
69953,39,5,0,0,84,1,0.14,0.07,7,0.03,0.07,1,0
92180,24,9,228,14880,8,0,1,0,255,1,0,0.01,4
101373,34,2,0,0,136,0,0.15,0.05,20,0.08,0.06,0,0
106999,24,9,296,2302,21,0,1,0,255,1,0,0,4
107969,44,9,147,105,1,0,1,0,3,0.01,0.65,0,4
9084,66,5,0,0,113,1,0.12,0.06,16,0.06,0.05,1,0
118070,44,9,145,105,1,0,1,0,3,0.01,0.83,0,4
77871,19,9,1232,2451,1,0,1,0,106,0.42,0.02,0,2
104897,15,9,30,0,1,0,1,0,229,1,0,0,4
117125,24,9,235,774,2,0,1,0,255,1,0,0,4
4733,14,9,64,0,1,0,1,0,1,0.01,0.04,0.01,4
9763,24,9,214,5196,42,0,1,0,255,1,0,0,4
101220,23,1,0,0,233,0,0.06,0.07,15,0.06,0.08,0,0
9732,24,1,0,0,1,0,1,0,243,1,0,0,4
85377,23,5,0,0,124,1,0.03,0.05,4,0.02,0.05,1,0
3502,24,9,240,724,6,0,1,0,255,1,0,0,4
121171,10,9,6,0,56,0,0.02,1,1,0.01,0.39,0,1
110293,12,9,45,45,150,0,0.99,0.01,254,1,0.01,0,4
119922,39,5,0,0,125,1,0.16,0.06,20,0.08,0.07,1,0
96379,14,9,8,0,1,0,1,0,13,1,0,0,1
20725,65,9,78,0,22,0,0.23,0.09,26,0.1,0.01,0,4
609,38,1,0,0,241,0,0.05,0.07,12,0.05,0.07,0,0
66016,24,5,0,0,224,1,0.05,0.06,12,0.05,0.08,1,0
29531,24,9,310,6072,20,0,1,0,255,1,0,0.01,4
12826,51,3,0,0,81,0.78,0.04,0.37,3,0.01,0.12,0.25,1
41332,24,9,339,286,1,0,1,0,231,0.91,0.01,0,4
121655,44,9,1,0,7,0,0.29,0.43,2,0.01,0.17,0,1
95291,20,5,0,0,7,1,0.14,0.43,65,0.25,0.02,1,0
37620,32,5,0,0,236,1,0.06,0.06,13,0.05,0.06,1,0
65102,12,9,98,39,8,0,1,0,74,0.76,0.04,0,4
4593,54,9,3446,328,1,0,1,0,149,0.58,0.03,0,4
47399,49,5,0,0,127,1,0.13,0.07,14,0.05,0.08,1,0
63718,24,9,338,263,32,0,1,0,255,1,0,0,4
123920,12,9,44,130,19,0,1,0,212,0.83,0.01,0,4
14536,49,5,0,0,123,1,0.11,0.06,11,0.04,0.07,1,0
30729,24,9,298,3127,42,0,1,0,255,1,0,0,4
41687,24,9,238,408,33,0,1,0,255,1,0,0,4
105298,24,5,0,0,227,1,0.04,0.07,8,0.03,0.06,1,0
107821,32,5,0,0,251,1,0.08,0.05,21,0.08,0.06,1,0
114204,18,5,0,0,34,1,0.29,0.12,59,0.23,0.04,1,0
44184,49,5,0,0,216,1,0.08,0.06,16,0.06,0.06,1,0
82156,49,5,0,0,217,1,0.05,0.06,19,0.07,0.07,1,0
10012,49,9,215,0,1,0,1,0,1,1,0,0,1
79965,20,9,12,0,2,0,1,0,41,0.15,0.57,0,4
28644,68,5,0,0,297,1,0.06,0.06,19,0.07,0.08,1,0
38834,60,5,0,0,298,1,0.05,0.06,16,0.06,0.07,1,0
22753,54,9,932,327,1,0,1,0,171,0.75,0.25,0,4
26976,58,1,0,0,138,0,0.06,0.06,3,0.01,0.07,0,0
5038,40,5,0,0,227,1,0.07,0.07,4,0.02,0.09,1,0
106043,20,9,59,0,13,0,1,0,19,1,0,0,4
80643,49,5,0,0,107,1,0.14,0.06,17,0.07,0.06,1,0
58705,60,2,329,205950,1,0,1,0,22,0.24,0.07,0.01,4
113516,6,1,0,0,146,0,0.12,0.05,17,0.07,0.06,0,0
44177,63,5,0,0,292,1,0.06,0.06,1,0,0.07,1,0
46968,49,5,0,0,180,1,0.08,0.06,14,0.05,0.06,1,0
84122,24,9,210,5320,35,0,1,0,255,1,0,0,4
76782,49,5,0,0,129,1,0.09,0.06,12,0.09,0.08,1,0
85854,49,10,0,0,1,1,1,0,1,0.01,0.95,0.96,1
51223,24,9,332,617,8,0,1,0,255,1,0,0,4
105840,24,9,309,18823,2,0,1,0,255,1,0,0,4
35424,49,9,105,0,2,0,1,0,178,0.7,0.01,0,4
109177,49,1,0,0,131,0.01,0.01,1,1,0,0.53,0,1
121271,29,1,0,0,265,0,0.03,0.06,8,0.03,0.08,0,0
15918,49,5,0,0,267,1,0.03,0.05,9,0.04,0.05,1,0
81668,56,5,0,0,95,1,0.17,0.06,14,0.05,0.07,1,0
3452,28,5,0,0,287,1,0.05,0.06,14,0.05,0.07,1,0
37091,24,9,303,633,2,0,1,0,255,1,0,0,4
102920,69,5,0,0,235,1,0.01,0.06,2,0.01,0.07,1,0
76823,24,9,265,344,1,0,1,0,255,1,0,0,4
40468,24,9,529,7959,14,0,1,0,255,1,0,0.01,4
55800,49,9,28,0,12,0,1,0,79,0.31,0.01,0,0
24901,14,9,8,0,1,0,1,0,130,1,0,0,1
16572,18,5,0,0,17,1,0.53,0.12,69,0.27,0.02,1,0
70110,24,1,0,0,1,0,1,0,239,1,0,0,4
22100,49,5,0,0,221,1,0.09,0.06,17,0.07,0.06,1,0
13240,24,1,0,0,1,0,1,0,255,1,0,0,4
41768,54,9,1572,335,2,0,0.5,1,107,0.42,0.02,0,4
92294,24,9,238,1207,15,0,1,0,255,1,0,0,4
48147,49,1,0,0,142,0,0.1,0.06,14,0.08,0.07,0,0
74529,31,5,0,0,84,1,0.27,0.05,23,0.09,0.05,1,0
85817,12,9,44,77,136,0,0.99,0.01,245,0.96,0.01,0,4
60979,49,5,0,0,99,1,0.04,0.06,10,0.04,0.07,1,0
91510,63,5,0,0,260,1,0.04,0.06,11,0.04,0.07,1,0
112152,8,5,0,0,227,1,0.08,0.05,19,0.07,0.06,1,0
25155,19,9,1483,4152,1,0,1,0,12,0.27,0.11,0.02,4
14246,49,5,0,0,118,1,0.14,0.06,12,0.05,0.06,1,0
102096,24,9,192,2246,15,0,1,0,255,1,0,0,4
125930,24,9,301,17655,4,0,1,0,255,1,0,0,4
108209,24,9,335,307,11,0.09,1,0,255,1,0,0,4
124634,19,5,0,0,248,1,0.05,0.06,12,0.05,0.06,1,0
112469,49,5,0,0,148,1,0.06,0.05,6,0.02,0.07,1,0
39590,49,5,0,0,240,1,0.04,0.07,13,0.05,0.07,1,0
18590,49,5,0,0,268,1,0.07,0.06,19,0.07,0.06,1,0
66976,24,5,0,0,268,1,0.08,0.05,21,0.08,0.05,1,0
103368,49,5,0,0,64,1,0.03,0.08,19,0.07,0.06,1,0
3731,24,9,226,1484,12,0,1,0,255,1,0,0,4
64742,28,5,0,0,263,1,0.04,0.06,11,0.04,0.07,1,0
75129,23,5,0,0,276,1,0.05,0.05,14,0.05,0.05,1,0
75445,24,9,276,749,5,0,1,0,255,1,0,0,4
79058,24,9,147,9908,1,0,1,0,255,1,0,0,4
60546,24,9,237,9257,20,0,1,0,255,1,0,0,4
58344,49,1,0,0,129,0,0.11,0.05,14,0.05,0.06,0,0
11239,15,9,1032,0,511,0,1,0,55,0.22,0.02,0.02,0
39681,24,9,334,260,1,0,1,0,255,1,0,0,4
119079,49,1,0,0,120,0,0.15,0.06,12,0.57,0.1,0,0
6894,24,9,188,733,7,0,1,0,255,1,0,0,4
91887,54,9,2623,329,1,0,1,0,110,0.38,0.03,0,4
42041,7,5,0,0,129,1,0.16,0.05,5,0.02,0.07,1,0
86199,54,9,964,328,1,0,1,0,129,0.38,0.04,0,4
120359,24,9,200,654,6,0,1,0,255,1,0,0,4
87257,24,9,294,256,3,0,1,0,232,0.91,0.01,0,4
97446,24,9,301,3609,1,0,1,0,255,1,0,0,4
35729,24,9,351,484,5,0,1,0,255,1,0,0,4
15495,35,1,0,0,1,0,1,0,2,0.03,1,0,1
58598,15,9,520,0,450,0,1,0,248,1,0,0,0
2563,24,9,381,622,12,0,1,0,255,1,0,0,4
19736,18,5,0,0,20,1,0.35,0.2,47,0.18,0.04,1,0
115714,44,9,146,105,2,0,1,0,2,0.07,0.72,0,4
33705,24,9,294,810,36,0,1,0,255,1,0,0,4
